SearchName,PreferredFoot
Wayne Routledge,Right
Adrien Silva,Right
Simone Pepe,Right
Lars Stindl,Right
Borja Oubina~Borja Oubiña,Right
Corominas,Right
Mario,Left
Sascha Riether,Right
Renaud Cohade,Right
Nikolce Noveski~Nikolce Noveski,Right
Oguzhan Ozyakup~Oguzhan Özyakup,Right
Michael Agazzi,Right
Ibrahim Akin~Ibrahim Akin,Left
Leon Andreasen,Right
Atiba Hutchinson,Right
Emmanuel Eboue~Emmanuel Eboué,Right
Marouane Chamakh,Right
Ross Barkley,Right
Damien Perquis,Right
Stijn Schaars,Left
Yann Jouffre,Left
Wanderson,Right
Joey Barton,Right
Darren Fletcher,Right
Nicolas Burdisso~Nicolás Burdisso,Right
Daniel Diaz~Daniel Díaz,Right
Leon Britton,Right
David Marshall,Right
Eric Abidal,Left
Marcelo Barovero,Right
Diego Colotto,Right
Sebastian Dominguez~Sebastián Domínguez,Right
Bekir Irtegun~Bekir Irtegün,Right
Ibrahim Toraman~Ibrahim Toraman,Right
Necati Ates~Necati Ates,Right
Gokhan Zan~Gökhan Zan,Right
Oscar Wendt,Left
Lafita,Right
Dele Alli,Right
Miguel Flano~Miguel Flaño,Right
Andrey Arshavin,Right
Konstantinos Mitroglou,Left
Sergey Ryzhikov,Right
John O'Shea,Right
Dimitris Salpingidis,Right
Patrick Ochs,Right
Christophe Jallet,Right
Alexander Tettey,Right
Mike Williamson,Right
Mark Noble,Right
Dario Cvitanich~Darío Cvitanich,Right
Angel Rangel~Àngel Rangel,Right
Maximiliano Rodriguez~Maximiliano Rodríguez,Right
Justo Villar,Right
Jose de Jesus Corona~José de Jesús Corona,Right
Lee Dong Gook,Right
Lukas Podolski,Left
Piti,Left
Sejad Salihovic~Sejad Salihovic,Left
Steven Taylor,Right
Vladimir Bystrov,Right
Alaixys Romao,Right
Michael Krohn-Dehli,Right
Francois Clerc~François Clerc,Right
Pirmin Schwegler,Right
Oleksandr Kucher,Right
Steven Naismith,Right
Curtis Davies,Right
Cobeno~Cobeño,Right
Nedum Onuoha,Right
Lukasz Fabianski~Lukasz Fabianski,Right
Charles N'Zogbia,Left
Dusan Basta~Dušan Basta,Right
Jurado,Right
Cesar Navas~César Navas,Right
Vladimir Darida,Right
Wes Hoolahan,Left
Serge Gakpe~Serge Gakpé,Right
Jack Cork,Right
Emiliano Insua,Left
Eliseu,Left
De la Bella,Left
Fraser Forster,Left
Zurutuza,Right
Daniel Wass,Right
Javi Varas,Right
Jaime Valdes~Jaime Valdés,Right
Victor Moses,Right
Zlatko Junuzovic~Zlatko Junuzovic,Right
Felipe Caicedo,Left
Oswaldo Vizcarrondo,Right
Winston Reid,Right
Nahuel Guzman~Nahuel Guzmán,Right
Mikael Lustig,Right
Yassine Chikhaoui,Right
Piet Velthuizen,Right
Alessandro Matri,Right
Sebastian Prodl~Sebastian Prödl,Right
Clement Chantome~Clément Chantôme,Right
Sergio Sanchez~Sergio Sánchez,Right
Charles Kabore~Charles Kaboré,Right
Thomas Kraft,Right
Hajime Hosogai,Right
Tomas Necid~Tomáš Necid,Right
Lucas Barrios,Right
Yohan Benalouane,Right
Ljubomir Fejsa,Right
Moussa Sissoko,Right
Daniel Schwaab,Right
Alejandro Dominguez~Alejandro Domínguez,Right
Nabil El Zhar,Right
Barry Bannan,Left
Vagner,Right
Andreas Bjelland,Left
Maximiliano Moralez,Right
Juan Forlin,Right
Jean-Armel Kana-Biyik,Right
Oribe Peralta,Right
Fabiano,Right
Javier Morales,Right
Yoel,Right
Franco Di Santo,Right
Filip Djordjevic,Left
Dayro Moreno,Right
Henrique,Right
Denis Glushakov,Right
Marlos,Left
Steven N'Zonzi,Right
Adriano,Left
Alexey Berezutskiy,Left
Cheick Diabate~Cheick Diabaté,Right
Ramon Motta,Left
Marco Sau,Right
Franck Tabanou,Left
Juan Manuel Vargas,Left
Victor Wanyama,Right
Jens Hegeler,Right
Bastian Oczipka,Left
Candeias,Right
Fausto Rossi,Right
Davide Santon,Right
Bamba Anderson,Right
Julian Baumgartlinger,Right
Diego Valeri,Right
Luuk de Jong,Right
Robbin Ruiter,Right
Fernandao~Fernandão,Right
Serdar Tasci,Right
Ruben Micael~Rúben Micael,Right
Peter Pekarik~Peter Pekarík,Right
Perparim Hetemaj,Right
Sebastien Corchia~Sébastien Corchia,Right
Artjoms Rudnevs,Right
Luciano Narsingh,Right
Victor Perez~Víctor Pérez,Right
Martin Braithwaite,Right
Manuel Schmiedebach,Right
Izet Hajrovic~Izet Hajrovic,Left
Filip Ðuricic~Filip Ðuricic,Right
Jano Ananidze,Right
Youssef El Arabi,Right
Hugo Mallo,Right
Wahbi Khazri,Right
Zeljko Brkic~Željko Brkic,Right
Esteban Paredes,Left
Valter Birsa,Left
Teofilo Gutierrez~Teófilo Gutiérrez,Right
Mexer,Right
Ioannis Fetfatzidis,Left
Ibrahima Balde~Ibrahima Baldé,Right
Tomas Pina~Tomás Pina,Right
Mohammed Abdellaoue,Left
Bruno Martins Indi,Left
Montanes~Montañés,Right
Josue~Josué,Left
Ahmed Musa,Right
Emmanuel Gigliotti,Right
Andre Martins~André Martins,Right
Aissa Mandi~Aïssa Mandi,Right
Geoffrey Kondogbia,Left
Luis Neto~Luís Neto,Right
Jonathan Schmid,Right
Aleix,Right
Karim Bellarabi,Right
Gregory Sertic~Grégory Sertic,Right
Robin Knoche,Right
Valere Germain~Valère Germain,Right
Adem Ljajic~Adem Ljajic,Right
Davy Klaassen,Right
Viktor Fischer,Right
Christophe Kerbrat,Right
Anatoliy Tymoshchuk,Right
Diogo Figueiras,Right
Victor Ibarbo~Víctor Ibarbo,Right
Granit Xhaka,Left
Jean-Paul Boetius~Jean-Paul Boëtius,Right
Jorginho,Right
Christian Atsu,Left
Lucas Ocampos,Right
Luke Shaw,Left
Heung Min Son,Left
Mateo Kovacic~Mateo Kovacic,Right
Joel Veltman~Joël Veltman,Right
Adnan Januzaj,Left
Fabian Schar~Fabian Schär,Right
Hiroshi Kiyotake,Right
Victor Rodriguez~Víctor Rodríguez,Right
Andre Gomes~André Gomes,Right
Camilo Vargas,Left
Maximilian Meyer,Right
Divock Origi,Right
Eder Alvarez Balanta~Éder Álvarez Balanta,Left
Sherman Cardenas~Sherman Cárdenas,Left
Angel Correa~Ángel Correa,Right
Milton Casco,Right
Islam Slimani,Right
Derley,Right
Milos Jojic~Miloš Jojic,Right
William Kvist,Right
Morgan Amalfitano,Right
Alex McCarthy,Right
Maxime Lestienne,Left
Jonathan Viera,Right
Saphir Taider~Saphir Taïder,Right
Nabil Ghilas,Right
Joe Cole,Right
Giampiero Pinzi,Right
Marco Di Vaio,Right
Paolo Cannavaro,Right
Jose Bosingwa~José Bosingwa,Right
Shay Given,Right
Alessandro Gamberini,Right
Thorgan Hazard,Right
Joris Mathijsen,Left
Salvatore Bocchetti,Left
Nick Rimando,Right
Nicolas Penneteau,Left
James Collins,Right
Lucas Bernardi,Right
Bruno Fernandes,Right
Sylvain Armand,Left
Michael Essien~Michaël Essien,Right
Didier Zokora,Right
Aliaksandr Hleb,Right
Mikael Antonsson,Right
Silvio Proto,Right
Kader Mangane,Right
Allan McGregor,Right
Stefano Sorrentino,Right
Darren Bent,Right
Mathieu Bodmer,Right
Richard Dunne,Right
Tom Huddlestone,Right
Cedric Makiadi~Cédric Makiadi,Right
Alexander Madlung,Right
Markus Feulner,Right
Kris Commons,Left
Hamit Altintop,Right
Halil Altintop,Right
Cani,Right
Abel Gomez~Abel Gómez,Right
Steeve Elana,Right
Franck Beria~Franck Béria,Right
Thibault Giresse,Left
Mauricio Pinilla,Right
Rod Fanni,Right
Youssouf Hadji,Right
Nicolas Douchez,Right
Laurent Pionnier,Right
Christian Schulz,Left
Marco Borriello,Left
Stefano Lucchini,Right
Steve Sidwell,Right
Umut Bulut,Right
Jan Schlaudraff,Right
Jimmy Briand,Right
Gomes,Right
Alexis,Right
Mattia Cassani,Right
Daniele Gastaldello,Right
Marco Storari,Right
Roel Brouwers,Right
Fernando Cavenaghi,Right
German Lux~Germán Lux,Right
Antolin Alcaraz~Antolín Alcaraz,Right
Ragnar Klavan,Left
Alessandro Lucarelli,Left
Ludovic Obraniak,Left
Sebastian Saja~Sebastián Saja,Left
Jonas Gutierrez~Jonás Gutiérrez,Right
Mariano Barbosa,Right
Emiliano Papa,Left
Gokdeniz Karadeniz~Gökdeniz Karadeniz,Right
Stipe Pletikosa,Right
Manu Del Moral,Right
Jaime,Right
Riki,Left
Juan Arango,Left
Ruben~Rubén,Right
Jan Durica~Jan Durica,Left
Luiz Carlos~Luíz Carlos,Right
Ali Al-Habsi,Right
Paul Verhaegh,Right
Guglielmo Stendardo,Right
Jussie~Jussiê,Right
Renato Civelli,Right
Alejandro Faurlin~Alejandro Faurlín,Left
Arnold Mvuemba,Right
Jorge Molina,Right
Manuel Pasqual,Left
Luis Amaranto Perea,Right
Erkan Zengin,Right
Ansotegi,Right
Ross McCormack,Right
Maarten Martens,Left
Cyril Thereau~Cyril Théréau,Right
Yoan Gouffran,Right
Benoit Assou-Ekotto~Benoît Assou-Ekotto,Left
Salva Sevilla,Right
Mark Gonzalez~Mark González,Left
Loukas Vyntra,Right
Victor~Víctor,Right
Fernando Amorebieta,Left
Alexander Baumjohann,Right
Daniele Padelli,Right
Johan Djourou,Right
Pablo Barrientos,Left
Marcos Angeleri,Right
Damien Duff,Left
Kasper Schmeichel,Right
Geoffrey Jourdren,Right
Jay Rodriguez,Right
Nicolas Maurice-Belay,Left
Mariano Izco,Right
Evandro,Right
Eder,Right
Oscar Ustari,Right
Vitaliy Denisov,Left
Fabian Delph,Left
Senzo Meyiwa,Right
Juan Pablo Carrizo,Right
Ignazio Abate,Right
Aldo Leao Ramirez~Aldo Leão Ramírez,Right
Taisir Al Jassim,Right
Marquinho,Left
Remy Riou~Rémy Riou,Right
Manolo Gabbiadini,Left
Mehdi Lacen,Left
Danny Rose,Left
Lee Cattermole,Right
Ryan Bertrand,Left
Lorenzo De Silvestri,Right
Jose Fonte~José Fonte,Right
Nicolas Spolli~Nicolás Spolli,Right
Cesar Pereyra~César Pereyra,Right
Jonatan Maidana,Right
Danijel Pranjic~Danijel Pranjic,Left
Elustondo,Right
Marco Andreolli,Right
Panagiotis Kone,Right
Glenn Whelan,Right
Sebastien Bassong~Sébastien Bassong,Left
Nathan Dyer,Right
Joselu,Right
Humberto Suazo,Right
Filip Holosko~Filip Hološko,Right
Jozy Altidore,Right
Andreas Beck,Right
Ilsinho,Right
Fabian Johnson,Left
Ivo Ilicevic~Ivo Ilicevic,Right
Julian Schuster,Right
Aydin Karabulut,Left
Fernando Tissone,Right
Cenk Gonen~Cenk Gönen,Right
Aykut Demir,Right
Sergi Roberto,Right
Ryan Donk,Right
Giuseppe Vives,Right
Ogenyi Onazi,Right
Javier Garcia~Javier García,Right
Miralem Sulejmani,Left
Gary Hooper,Right
Bakary Sako,Left
Joaquin Larrivey~Joaquín Larrivey,Right
Eren Derdiyok,Right
Maximilian Arnold,Left
Luisinho,Left
Eiji Kawashima,Right
Makoto Hasebe,Right
Djibril Cisse~Djibril Cissé,Right
Aly Cissokho,Left
Vassilis Torosidis,Right
Robbie Kruse,Right
Alvaro Gonzalez~Álvaro González,Right
Max-Alain Gradel,Right
Raul Bobadilla~Raúl Bobadilla,Right
Henri Saivet,Right
Fabien Lemoine,Right
Cheikh M'Bengue~Cheikh M'Bengué,Left
Prince Oniangue~Prince Oniangué,Right
Orestis Karnezis,Right
Sebastian Langkamp,Right
Nils Petersen,Right
Chico,Left
Mathieu Dossevi,Right
Anthony Mounier,Left
Siphiwe Tshabalala,Left
Diego Perotti,Right
Vurnon Anita,Right
Nolan Roux,Right
Martin Kelly,Right
Castro,Right
Matteo Darmian,Right
Martin Olsson,Left
Jordan Rhodes,Right
Stefanos Athanasiadis,Right
Mariano,Right
Kike Sola,Right
Luca Rossettini,Right
Vegard Forren,Left
Fabio Borini,Right
Joel Ward,Right
Manucho,Left
Matias Perez Garcia~Matias Pérez García,Left
Jefferson Montero,Right
Stefan Johansen,Left
Dmitriy Kombarov,Left
Omar El Kaddouri,Right
Lautaro Acosta,Right
Marvin Martin,Right
Ryad Boudebouz,Left
Carlos Carmona,Right
Johannes Flum,Right
Mustafa Pektemek,Right
Miguel Lopes,Right
Marc Valiente,Left
Volkan Sen~Volkan Sen,Right
Roman Burki~Roman Bürki,Right
Serdar Aziz,Right
Kyle Beckerman,Right
Fidel,Left
Cristopher Toselli,Right
Victor Sanchez~Victor Sánchez,Right
Georg Niedermeier,Right
Chris Brunt,Left
Nathaniel Clyne,Right
Omar Gonzalez,Right
Julian Schieber,Left
Atsuto Uchida,Right
Botia~Botía,Right
Abdelaziz Barrada,Right
Daniel Ginczek,Right
Fabian Orellana~Fabián Orellana,Right
Costel Pantilimon,Right
Mario Rondon~Mario Rondón,Right
Guram Kashia,Right
Cenk Tosun,Right
Davy Propper~Davy Pröpper,Right
Haris Seferovic~Haris Seferovic,Left
Maximilian Beister,Left
Pape Souare~Pape Souaré,Left
Xandao~Xandão,Right
Juan Dominguez,Right
Francesco Bardi,Right
Daniel Didavi,Left
Fallou Diagne,Right
Yekta Kurtulus~Yekta Kurtulus,Right
Charlie Austin,Right
Baena,Right
Heldon~Héldon,Right
Ali Ahamada,Right
Robert Snodgrass,Left
Josuha Guilavogui,Right
Jordi Amat,Right
Romaric,Left
Zakaria Labyad,Right
Lucas Perez~Lucas Pérez,Left
Timm Klose,Right
Michal Kadlec,Left
Eric Bautheac~Eric Bauthéac,Left
Galvez~Gálvez,Right
Andre Andre~André André,Right
Aurtenetxe,Left
Andre Hoffmann~André Hoffmann,Right
Pedro Pablo Hernandez~Pedro Pablo Hernández,Left
Allan,Right
Hans Vanaken,Right
Santiago Garcia~Santiago García,Left
Giannis Maniatis,Right
Tolga Cigerci~Tolga Cigerci,Right
Alexandr Ryazantsev,Right
Benjamin Corgnet,Right
Rafael Martins,Right
Tomas Kalas~Tomáš Kalas,Right
Zacharie Boucher,Right
Ravel Morrison,Right
Ciprian Tatarusanu~Ciprian Tatarusanu,Right
Jeison Murillo,Right
Faouzi Ghoulam,Left
Nicola Sansone,Right
Ermin Bicakcic~Ermin Bicakcic,Right
Valentin Eysseric,Right
Omar Ramos,Left
Federico Fernandez~Federico Fernández,Right
Ola John,Right
Suso,Left
Simone Zaza,Left
Leonardo Bittencourt,Right
Wellington Nem,Left
Terence Kongolo,Left
Irureta,Right
Aron Johannsson~Aron Jóhannsson,Right
Felipe Gutierrez~Felipe Gutiérrez,Left
Luis Farina~Luis Fariña,Right
Eric Botteghin,Right
M'Baye Niang,Right
Florin Gardos~Florin Gardos,Right
Kurt Zouma,Right
Lorenzo Melgarejo,Left
Renato Ibarra,Right
Raul Jimenez~Raúl Jiménez,Right
Antonio Rudiger~Antonio Rüdiger,Right
James Ward-Prowse,Right
Leo Baptistao,Right
Taras Stepanenko,Right
Manu Trigueros,Right
Moi Gomez~Moi Gómez,Right
Emre Can,Right
Saul~Saúl,Right
Ki Sung Yueng,Right
Dragos Grigore~Drago? Grigore,Right
Oliver Torres~Óliver Torres,Right
Quincy Promes,Right
Doris Fuakuputu,Right
Andros Townsend,Left
Dimitris Siovas,Left
Bryan Rabello,Right
Morgan Sanson,Right
Carles Gil,Left
Domenico Berardi,Left
Ruben Garcia~Rubén García,Left
Adrian Centurion~Adrián Centurión,Right
Jens Toornstra,Right
Ali Ghazal,Right
Gustavo Canales,Right
Felipe Pardo,Right
Alexander Mejia~Alexander Mejía,Right
Paolo Goltz,Right
Lisandro Lopez~Lisandro López,Right
Aleksandar Mitrovic~Aleksandar Mitrovic,Right
Carlos Mane~Carlos Mané,Right
Federico Cartabia,Left
Enner Valencia,Right
Garry Thompson,Right
Joe Garner,Right
Tim Cahill,Right
Pitu,Left
Seba~Sebá,Left
Piotr Wisniewski~Piotr Wisniewski,Right
Nathan Burns,Right
Amauri,Right
Per Ciljan Skjelbred,Right
Daniel Sobralense,Right
Karim El Ahmadi,Right
Moritz Leitner,Right
Davis Curiale,Right
Hakim Ziyech,Left
Marley Watkins,Left
Modibo Diakite~Modibo Diakité,Right
Kamil Wilczek,Left
Jordan Cook,Right
Mustapha Yatabare~Mustapha Yatabaré,Right
Oussama Assaidi,Right
Benik Afobe,Right
Jelle Vossen,Right
Tom Cleverley,Right
Papa Babacar Diawara~Papá Babacar Diawara,Right
Alhassan Kamara,Right
Joel Pohjanpalo,Right
David Lopez~David López,Right
Demarai Gray,Right
Sadio Mane~Sadio Mané,Right
Johan Elmander,Right
Zoumana Camara,Right
Tarantini,Right
Marco Marchionni,Right
Jussi Jaaskelainen~Jussi Jääskeläinen,Right
Ruben Fernandes~Rúben Fernandes,Left
Valeron~Valerón,Right
Custodio~Custódio,Right
Olivier Sorlin,Right
Luca Toni,Right
Duda,Left
Per Nilsson,Right
Gerhard Tremmel,Right
Antonio Floro Flores,Right
Matthieu Delpierre,Right
Thomas Manfredini,Left
Markus Rosenberg,Right
Morten Gamst Pedersen,Left
Arthur Boka,Left
Mauro Cetto,Right
Cristian Zaccardo,Right
Igor de Camargo,Right
Jonathan Woodgate,Right
Sebastien Squillaci~Sébastien Squillaci,Right
Giuseppe Sculli,Right
Tim Wiese,Right
Jelle Van Damme,Left
Clemens Fritz,Right
Simone Padoin,Right
Andrea Cossu,Right
Gareth McAuley,Right
Dorado,Left
Pelegrin~Pelegrín,Left
Sergio Pinto~Sérgio Pinto,Right
Albert Riera,Left
Carlos Idriss Kameni,Right
Francesco Lodi,Left
Jean II Makoun,Right
Brandao~Brandão,Left
Michael Rensing,Right
Bradley Johnson,Left
Filip Daems,Left
Giray Kacar~Giray Kaçar,Right
Scott Brown,Right
Khalid Boulahrouz,Right
Charlie Adam,Left
Giuseppe Biava,Right
Jan-Ingwer Callsen-Bracker,Right
Michael Turner,Right
Mounir El Hamdaoui,Right
Marc Janko,Left
Kieran Richardson,Left
Luca Rigoni,Right
Christian Fuchs,Left
Javi Guerra,Right
Santiago Silva,Right
Leandro Desabato~Leandro Desábato,Left
James Morrison,Right
Leandro Fernandez~Leandro Fernández,Left
Razvan Rat~Razvan Rat,Left
Cejudo,Right
Ivan Ramis~Iván Ramis,Right
Bebe~Bébé,Right
Hakan Balta,Left
Ciprian Marica,Right
William Vainqueur,Right
Sergey Bryzgalov,Right
Emanuele Calaio~Emanuele Calaió,Left
Graham Dorrans,Right
Gilles Yapi Yapo,Right
Jason Puncheon,Left
Maynor Figueroa,Left
Juan Manuel Martinez~Juan Manuel Martínez,Right
Simon Pouplin,Left
Marat Izmaylov,Right
Alvaro Saborio~Álvaro Saborío,Right
Zubikarai,Right
Haris Medunjanin,Left
Karim Haggui,Right
Marcelo Boeck,Right
Alfredo Talavera,Right
Francisco Rodriguez~Francisco Rodríguez,Right
Sylvain Marveaux,Left
Pedro Lopez~Pedro López,Right
Scott Dann,Right
Laurent Ciman,Right
Scott Carson,Right
Mounir Obbadi,Right
Gelson Fernandes,Right
Kenwyne Jones,Right
Alain Traore~Alain Traoré,Left
Sebastian Viera~Sebastián Viera,Right
Mauro Boselli,Right
Peter Whittingham,Left
Oleksandr Gladkyi,Right
Artem Rebrov,Right
Russell Martin,Right
Bosko Jankovic~Boško Jankovic,Right
Milos Krasic~Miloš Krasic,Right
Jonathan Orozco,Right
Andrea Raggi,Right
Julien Feret~Julien Féret,Right
Gabriel Agbonlahor,Right
Chinedu Obasi,Right
Jonathan Howson,Right
Gustavo Cabral,Right
Cassio~Cássio,Right
Junior Hoilett,Right
Renat Yanbaev,Right
Anderson,Left
Elkin Soto,Left
Hugo Rodallega,Right
Boukary Drame~Boukary Dramé,Left
Mohammed Al Shalhoub,Left
Liam Bridcutt,Right
Urby Emanuelson,Left
Roy Beerens,Right
Diego Buonanotte,Left
Sisi,Right
Inigo Lopez~Íñigo López,Right
Graham Zusi,Right
Adrian Colunga~Adrián Colunga,Right
Oscar Trejo~Óscar Trejo,Right
Christoph Leitgeb,Right
Marcano,Left
James Tomkins,Right
Johnny Herrera,Right
Javi Marquez~Javi Márquez,Left
Alexandr Belenov,Right
Tom De Sutter,Right
Vadis Odjidja-Ofoe,Right
Niko Bungert,Right
Jan Rosenthal,Right
Daniel Halfar,Left
Dmytro Chygrynskyi,Right
Juan Camilo Zuniga~Juan Camilo Zúñiga,Right
Pablo Armero,Left
Carlos Valdes~Carlos Valdés,Right
Tobias Werner,Left
Michael Barrantes,Left
Evander Sno,Right
Nabil Dirar,Right
Kevin Monnet-Paquet~Kévin Monnet-Paquet,Right
Cristian,Right
Abel Aguilar,Right
Murat Duruer,Left
Christian Clemens,Right
Lucas Deaux,Right
Stefano Okaka Chuka,Right
Erik Pieters,Left
Lerin Duarte,Left
Miguel Torres,Right
Vito Mannone,Right
Emiliano Vecchio,Right
Marek Suchy~Marek Suchý,Right
Ilya Abaev,Right
Rasmus Bengtsson,Right
Egidio Arevalo Rios~Egidio Arévalo Ríos,Right
David Stockdale,Right
Nikica Jelavic~Nikica Jelavic,Right
Diego Vera,Right
Jamel Saihi,Right
Roberto Rosales,Right
Wolfgang Hesl,Left
Keiren Westwood,Left
Timo Gebhart,Right
Juninho,Right
Juan Carlos,Left
Bakary Kone~Bakary Koné,Right
Ariel Cabral,Left
Lica~Licá,Right
Mehdi Carcela-Gonzalez,Left
Kolbeinn Sigþorsson~Kolbeinn Sigþórsson,Right
Vincent Bessat,Left
Yohann Thuram,Right
Elderson Echiejile~Elderson Echiéjilé,Left
Miguel Vitor~Miguel Vítor,Right
Gael Kakuta~Gaël Kakuta,Left
Konstantin Rausch,Left
Theodor Gebre Selassie,Right
Viktor Fayzulin,Right
Juan Cala,Right
Geoff Cameron,Right
Leandro Salino,Right
Gordon Schildenfeld,Right
Marcos Caceres~Marcos Cáceres,Right
Nemanja Pejcinovic~Nemanja Pejcinovic,Left
Carlos Pena~Carlos Peña,Right
Adilson,Right
Douglas,Right
Paulo Garces~Paulo Garcés,Right
Maciej Rybus,Left
Alexander Buttner~Alexander Büttner,Left
Paul-Jose Mpoku~Paul-José Mpoku,Right
Simao Mate,Right
Tomas Costa~Tomás Costa,Right
Floyd Ayite~Floyd Ayité,Right
Emmanuel Riviere~Emmanuel Rivière,Right
Liban Ali Abdi,Right
Xumetra,Right
Serey Die,Right
Alexey Ionov,Left
Libor Kozak~Libor Kozák,Right
Michel,Right
Jake Livermore,Right
Takashi Inui,Right
Nelson Oliveira~Nélson Oliveira,Right
Dennis Diekmeier,Right
Leonel Vangioni,Left
Rogerinho,Right
Ismail Koybasi~Ismail Köybasi,Left
Fehmi Mert Gunok~Fehmi Mert Günok,Right
Marwin Hitz,Right
Etxeita,Right
Federico Carrizo,Right
Yasin Oztekin~Yasin Öztekin,Right
Jan Kirchhoff,Right
Matt Besler,Left
Mohamed Diame~Mohamed Diamé,Right
Alejandro Bedoya,Right
Lucas Orban~Lucas Orbán,Left
Park Joo Ho,Left
Kim Seung Gyu,Right
Kim Shin Wook,Right
Cicinho,Right
Sergey Parshivlyuk,Right
Javier Aquino,Right
Jose Carlos,Left
Fontas~Fontàs,Left
Marvin Plattenhardt,Left
Edgar Prib,Left
Ilombe Mboyo,Right
Ezequiel Schelotto,Right
Yeni Ngbakoto,Right
Mladen Petric~Mladen Petric,Left
Massimo Maccarone,Right
Nemanja Gudelj,Right
Fabian Giefer,Right
Andile Jali,Right
Philipp Bargfrede,Right
Matthias Lehmann,Right
Kim Do Heon,Right
Andreas Weimann,Right
Veysel Sari,Right
Christoph Moritz,Right
Nenad Tomovic~Nenad Tomovic,Right
Ishak Belfodil,Right
Cristian Erbes,Right
Jeffrey Bruma,Right
Macnelly Torres,Right
Emilio Izaguirre,Left
Giannelli Imbula,Left
Jordan Ayew,Right
Giulio Donati,Right
Peter Odemwingie,Right
Esteban Alvarado,Right
Luc Castaignos,Right
Matej Vydra~Matej Vydra,Right
Sebastian Dubarbier~Sebastián Dubarbier,Left
Ciaran Clark,Left
Kara Mbodji,Right
Wellington Silva,Right
Aydin Yilmaz,Right
Abraham,Left
Robert Koren,Right
Luis Muriel,Right
Kamohelo Mokotjo,Right
Raphael Martinho,Left
Erick Torres,Right
Matthew Lowton,Right
Luca Caldirola,Left
Mustafa Yumlu,Right
Francesco Acerbi,Left
Emre Colak~Emre Çolak,Left
Pedro Obiang,Right
Nicolai Boilesen,Left
Sercan Kaya,Right
Timo Horn,Left
Isaac Cuenca,Right
Matos,Right
Braulio Leal,Right
Paul-Georges Ntep,Right
Raul Rodriguez~Raúl Rodríguez,Right
Felipe Anderson,Right
Matthias Ostrzolek,Left
Ekiza,Right
Timothy Chandler,Right
Eric Dier,Right
Ziya Erdal,Left
Jannick Vestergaard,Left
Thievy Bifouma,Right
Tonny Vilhena,Left
Franck Berrier,Right
Damian Suarez~Damián Suárez,Right
Kelvin,Left
Bruno Zuculini,Right
Jerry Akaminko,Right
Santiago Vergini,Right
Jores Okore,Right
Tomer Hemed,Right
Jurgen Locadia~Jürgen Locadia,Right
Philipp Hosiner,Right
Salvador Agra,Right
Faycal Fajr~Fayçal Fajr,Right
Jamie Ward,Right
Ilori,Right
Karim Rekik,Left
Daniele Baselli,Right
Sebastian Sosa~Sebastián Sosa,Right
Ben Davies,Left
Denis Cheryshev,Left
Insua,Right
Gotoku Sakai,Right
Marcal~Marçal,Left
Erik Durm,Right
Sead Kolasinac~Sead Kolašinac,Left
Andreas Samaris,Right
Yannick Ferreira Carrasco,Right
Sammir,Right
Fabien Camus,Right
Fred,Left
Leon Goretzka,Right
Adrien Rabiot,Left
Junior Malanda,Right
De las Cuevas,Right
Miguel Rodrigues,Right
Paulo Oliveira,Right
Ricardo Kishna,Left
Benny Feilhaber,Right
Nacho,Left
Enzo Roco,Right
Alex Telles,Left
Kevin Constant~Kévin Constant,Left
Joao Mario~João Mário,Right
Anton Kanibolotskyi,Right
Luis Carlos Ruiz,Right
Lazaros Christodoulopoulos,Right
Ruben Botta~Rubén Botta,Left
Martin Cauteruccio~Martín Cauteruccio,Right
Joaquin Correa~Joaquín Correa,Right
Duvan Zapata~Duván Zapata,Right
Uros Spajic~Uroš Spajic,Right
