SearchName,PreferredFoot
Ali Al Khaibari,Left
Daniel Castillo,Right
Krzysztof Danielewicz,Right
Rafea Al Ruwaili,Right
Olivier Jackle~Olivier Jäckle,Right
Ihlas Bebou,Right
Robin Heller,Left
Jeppe Andersen,Right
Stephen Warmolts,Right
Caleb Stanko,Right
Alexander Sørloth,Right
Joel Mero,Right
Mitchell de Vlugt,Left
Conor Washington,Right
Matt Targett,Left
Jason Gilchrist,Right
Michael Cain,Right
Antonini Culina~Antonini Culina,Right
Souleymane Baba Diomande,Right
Aladje,Left
Jose Mauri~José Mauri,Right
Raphael Rossi Branco,Right
Rikard Ostlin~Rikard Östlin,Right
Martin Dubravka~Martin Dúbravka,Right
Pierre-Alex Bois,Right
Michele Suella,Right
Valmir Sulejmani,Left
Cameron Brannagan,Right
Carl-Oscar Andersson,Right
AJ Cochran,Right
Joe Lolley,Left
Marlon Hairston,Right
Luca Radice,Left
Rafal Kurzawa,Right
Corentin Halucha,Right
Steven Pereira,Right
Mark Sherrod,Left
Ahn Jin Bum,Right
Daniel Mesenholer~Daniel Mesenhöler,Right
Marvin Friedrich,Right
Liam Agnew,Right
Burak Saban,Right
Jack Rose,Right
Erten Ersu,Right
Ahmet Calik~Ahmet Çalik,Right
Ozgur Ileri~Özgür Ileri,Right
Harrison Dunk,Left
Federico Palacios Martinez~Federico Palacios Martínez,Right
Ozan Tufan,Right
Suheyl Cetin~Süheyl Cetin,Left
Ahmet Sahbaz~Ahmet Sahbaz,Left
Krisztian Tamas~Krisztián Tamás,Left
Rasmus Ingemann,Left
Timon Wellenreuther,Right
Gideon Jung,Right
Marlon Ritter,Right
Herve Matthys~Hervé Matthys,Right
Pascal Huser,Right
Mohamed Helal,Right
Bojan Golubovic,Right
Thomas Steinherr,Right
Ertugrul Ersoy~Ertugrul Ersoy,Right
Steffen Jainta,Left
Axel Borgmann,Left
Cedric Goncalves~Cédric Goncalves,Right
Valentin Belon,Right
Ryan Watson,Right
Jack Stephens,Right
Louis Thompson,Right
Glenn Morris,Right
Rune Bolseth,Right
Helge Haugen,Right
Nicolaj Madsen,Right
Chris Sedgwick,Right
Charles Dunne,Left
Paul Smith,Right
Paul Wotton,Right
Richard Brush,Right
Chris Beardsley,Right
Barry Molloy,Right
Devis Nossa,Right
Lorenzo Bucchi,Right
Marek Sokolowski,Right
Mark McNulty,Right
John O'Flynn,Right
Pawel Sasin,Right
Willie Dyer,Right
Lee Bell,Right
Dominic Blizzard,Right
Jason Taylor,Right
Maciej Szmatiuk,Right
Marvin McCoy,Right
Ruaidhri Higgins,Right
Nicolaj Agger,Left
Emil Ousager,Right
John Russell,Right
Andreas Arestidou,Right
Jordan McMillan,Right
Shaun Beeley,Right
Joe Devera,Right
Pierre Gibaud,Right
Fabrice Seidou,Right
Phil Edwards,Right
Bartlomiej Dudzic,Left
Chris Dunn,Left
Mark Rossiter,Right
Tando Velaphi,Right
Ben Kennedy,Right
Iarfhlaith Davoren,Left
Gary Deegan,Right
Derek Foran,Right
Darren Dennehy,Left
Colin Daniel,Left
Sascha Studer,Right
Karl Sheppard,Right
Patrick Kavanagh,Right
Jonathan Franks,Right
Adam Yates,Right
Andrew Fleming,Right
Brent Griffiths,Left
Carlos Cardenas~Carlos Cárdenas,Left
Kayacan Erdogan~Kayacan Erdogan,Right
Geoffrey Lembet,Left
Pierrick Rakotoharisoa,Right
Paul Black,Left
Michael Liddle,Left
Lewis Young,Right
Greg Taylor,Left
Søren Frederiksen,Right
Kieran Djilali,Right
Dane Massey,Left
Matthew Nash,Right
Vegard Aanestad,Right
Bartlomiej Babiarz,Right
Antonio German,Left
Mark Gundelach,Right
Tom Aldred,Right
Jim Fenlon,Right
Thomas Konrad,Right
Sergey Khizhnichenko,Right
Grant Gillespie,Left
Ian McLoughlin,Right
Thierry Moutinho,Left
Alaa' Al Shagran,Right
Mansour Al Naji,Right
Mikkel Kirkeskov,Left
Lorenz Hobarth~Lorenz Höbarth,Right
Emil Dahle,Right
David Oberhauser,Right
Hampus Nilsson,Right
Will Hatfield,Right
Kieran Waters,Left
Gustav Sandberg-Magnusson,Right
Aaron Greene,Left
Jordan Mustoe,Left
David McMillan,Right
Keith Ward,Right
Anton Lans,Left
Nick Von Niederhausern~Nick Von Niederhäusern,Right
Marvin Potzmann,Left
Christopher Routis,Right
George Bowerman,Right
Tonny Brochmann,Right
Miguel Montano~Miguel Montaño,Right
Philipp Prosenik,Right
Max Power,Right
Oluwafemi Ilesanmi,Left
Conor Shanosky,Right
Liam Caddis,Right
Dariusz Kolodziej,Left
Eirik Birkelund,Right
Philip Sparrdal-Mantilla,Right
Sava Bento,Right
Andrew Bond,Right
Sean McDermott,Right
Jake Nicholson,Right
Anton Dahlstrom~Anton Dahlström,Left
Shkodran Maholli,Right
George Taft,Left
Viktor Ljung,Right
Yann Songo'o,Right
Jesse Makarounas,Right
Luke Norris,Right
Elliott Whitehouse,Right
Stuart Dallas,Left
Ale Martin~Ale Martín,Right
Danny East,Right
Nick Pope,Right
Maximilian Sax,Right
Darren Maatsen,Right
Ioannis Gelios,Right
Paul Izzo,Right
Matt Ingram,Left
Choi Jong Hwan,Right
Bernard Mensah,Right
Moritz Bauer,Right
Stuart Carswell,Right
Ryan Fredericks,Right
Jordan Archer,Right
Liam O'Neil,Right
Baptiste Valette,Right
Josh Pritchard,Right
Wojciech Malecki,Right
Jacob Murphy,Right
Sean McGinty,Left
Devante Cole,Right
Henrik Kjelsrud Johansen,Right
Gearoid Morrissey~Gearóid Morrissey,Right
Hannes Þhor Halldorsson~Hannes Þhór Halldórsson,Right
Brian Span,Right
Lewis Hornby,Right
Heo Beom San,Left
Bryce Alderson,Left
Hong Jin Gi,Left
Hunter Jumper,Left
Asmir Kajevic~Asmir Kajevic,Left
Andrey Vasilyev,Right
Michal Szewczyk,Right
Papa Moussa M'Bow,Right
Luca Calapai,Right
Reise Allassani,Right
Clinton Mata,Right
Zymer Bytyqi,Right
Garry Buckley,Right
Momar Bangoura,Right
Christian Dibble,Right
Saleh Alqumayzi,Right
Mustafa Malaika,Left
Hussein Shuwaish,Left
Abdullah Buhumail,Right
Jaber Al Aameri,Left
Azzan Mqbol,Right
Majed Ali,Right
Robbie Willmott,Right
Raheem Hanley,Left
Jake Goodman,Right
Jack Powell,Right
Jaber Hagawi,Right
Barrie McKay,Right
Hagi Gligor,Right
Dale Eve,Right
Fadil Sido,Right
Julian Jeanvier,Right
Elliot Lee,Right
Pablo Gonzalez~Pablo González,Right
Hamoud Abbas,Right
Imanol Elias~Imanol Elías,Right
Marco Larsen,Right
Patrick McEleney,Right
Carlos Villanueva,Right
Igor Lambarschi,Right
Michael Berger,Right
Simon Piesinger,Right
Paul Reulet,Right
Vitaliy Gudiev,Right
Sergey Revyakin,Right
Julian Baumgartner,Right
Borger Thomas,Right
Abdullah Al Qarni,Right
Andreas Hirzel,Right
Thomas Weber,Right
Reece Caira,Left
Lucas Walbrecq,Left
Fahad Al Johani,Right
Zaine Francis-Angol,Left
Turki Elewah,Right
James Caton,Left
Jack Whatmough,Right
Leo Chambers,Right
Martin Boyle,Right
Marcin Cebula,Right
Danila Yaschuk,Left
Luke McCullough,Right
Andrew Nabbout,Right
Andreas Vindheim,Right
Philipp Max,Left
Pascal Itter,Right
Sixten Mohlin,Right
Paul Arnold Garita,Right
Amando Moreno,Right
Cephas Malele,Right
David Kinsombi,Right
Jamille Matt,Right
Song Won Jae,Right
Kim Min Soo,Right
David Douline,Right
Jung Sun Ho,Right
Kim Ji Woong,Left
Adam Deja,Right
Jamie Allen,Right
Kellyn Acosta,Right
Ayanda Nkili,Right
Michael Bustamante,Right
Anthony Arena,Right
Daniel De Silva,Right
Martin Falkeborn,Right
Gudmundur Thorarinsson~Gudmundur Thórarinsson,Left
Daniel Withrow,Right
Jack Barmby,Left
Alec Kann,Right
Lebogang Phiri,Right
James Craigen,Right
Nicolas Staerck-Weille,Right
Carlos Escudero,Left
Preben De Man,Right
Ronald Gonzalez~Ronald González,Left
Jose Jorquera~José Jorquera,Right
Cristian Magana~Cristian Magaña,Right
Angel Munoz~Ángel Muñoz,Right
Cristian Guerra~Cristián Guerra,Right
Jack Marriott,Right
Daniel Carr,Right
Luca Forte,Right
Sander Coopman,Right
Rachid Bachiri,Right
Andrey Ivanov,Right
Terry Hawkridge,Right
Lasse Nielsen,Right
Dino Islamovic,Left
Marc Dal Hende,Left
Esteban Flores,Left
Lawrence Shankland,Right
Luis Cardenas~Luis Cárdenas,Right
Ruben Lucas,Right
Duncan Watmore,Right
Maik Uhde,Right
Philipp Mwene,Right
Arif Ekin,Left
Gil Buron~Gil Burón,Right
Aaron Tshibola,Right
Daan Rienstra,Right
Kevin Diogo~Kévin Diogo,Right
Abner,Left
Christopher Meneses,Left
Mani O'Sullivan,Left
Emmanuel Boateng,Left
Stephan Zwierschitz,Right
Alvaro Sobarzo,Right
Mirko Schuster,Right
Cristian Arango,Right
Nauris Bulvitis,Right
Will Aimson,Right
Jake Flannigan,Right
Lorry Mengual,Right
David Wheeler,Right
Erik Palmer-Brown,Right
Simone Russini,Right
Jackson Mendes,Right
Simphiwe Mtsweni,Left
Ethan Horvath,Right
Tomislav Saric,Left
Alexis Zarate~Alexis Zárate,Right
Mansour Hamzi,Right
Julian von Haacke,Left
Aboubacar Demba Camara,Right
Anas Tahiri,Right
Johannes Vall,Left
Oliver Oschkenat,Left
Denny Johnstone,Right
Deni Milosevic~Deni Miloševic,Right
Aaron Kovar,Left
Sean Okoli,Right
Kwame Bonsu,Right
Steve Birnbaum,Right
Damion Lowe,Right
Gino Bosz,Right
Kim Yong Hwan,Right
Ben Sweat,Left
Thomas McNamara,Right
Victor Munoz~Victor Muñoz,Left
Kim Shin,Right
Yoo Chung Yoon,Right
Vigaray,Right
Kingsley Baiden,Right
Youssouf Kone~Youssouf Koné,Right
Marco Carducci,Right
Gautier Lloris,Right
Billy Knutsen,Right
Grant Ward,Right
Kim Seul Ki,Right
Charlie Ward,Right
Benno Schmitz,Right
Raif Husic,Left
Nicolas Rommens,Right
Josh Coulson,Right
Marc McNulty,Right
Lionel M'Pasi,Right
Onurcan Piri,Right
Alex Fisher,Right
Leart Paqarada,Left
Niklas Teichgraber~Niklas Teichgräber,Right
Tim Rieder,Right
Berend Schootstra,Right
Sergej Milinkovic-Savic~Sergej Milinkovic-Savic,Right
Julian Salamon,Right
Darijo Pecirep,Right
Kylian Hazard,Right
Jonathan Benteke,Right
Maxime Vandermeulen,Right
Vaso Vasic,Right
Roman Gergel,Right
Daimy Deflem,Left
Ulises Jaimes,Right
Josh Vickers,Right
Henry Martin~Henry Martín,Right
Arno Verschueren,Left
Alexander Dartsch,Right
Richelo Fecunda,Right
Robin Leemans,Right
Puck Postma,Right
Rick Hemmink,Right
Patrick Pflucke~Patrick Pflücke,Left
Devante Parker,Right
Fabio Strauss,Right
Michael Schindele,Left
Bentley Baxter Bahn,Right
Christian Ortag,Right
Motaz Hawsawi,Right
Vincent Koziello,Right
Byron Lawrence,Left
Joel Dixon,Right
Ryan Bird,Right
Clive Platt,Right
Steve Collis,Right
Martin Thomsen,Right
Michael Ingham,Right
Lewis Neal,Left
Ricky Ravenhill,Right
Lars Kristian Eriksen,Right
Conor McCormack,Right
Declan O'Brien,Right
Sebastian Brandner,Right
Rob Atkinson,Right
Andreas Lindberg,Right
Shane Robinson,Right
Danny Crow,Right
Sasa Sjanic,Right
Kenneth Sola,Left
Junior Brown,Left
Alex Lawless,Right
Andy Parrish,Right
Fulvio Sulmoni,Right
Calvin Andrew,Right
Luke Joyce,Right
Derek Pender,Right
Danny Ventre,Right
Tijan Jaiteh,Right
Rene Gilmartin,Right
Avni Pepa,Right
Bajram Nebihi,Right
Gavin Hoyte,Right
Dean Lyness,Right
Mathieu Debonnaire~Mathieu Débonnaire,Left
Dean Winnard,Right
Abdul Osman,Right
Emile Sinclair,Right
Shane Tracy,Left
Jake Hyde,Right
Hong Jeong Nam,Right
Lukasz Tyminski~Lukasz Tyminski,Right
Rob Taylor,Left
Graham Cummins,Right
Donal McDermott,Left
Shane Duggan,Left
Richard Tait,Right
Gabriel Sava,Right
Haris Handzic~Haris Handžic,Right
Ivan Pineda,Left
Sebastian Kosiorowski,Right
Lalo Fernandez~Lalo Fernández,Right
Mark Byrne,Right
Pascal Schurpf~Pascal Schürpf,Left
Joshua Silva,Left
Andre Gray,Right
Luka Tankulic,Right
Jayden Stockley,Right
Alex Henshall,Left
Shaun Jeffers,Right
Wojciech Luczak,Right
George Barker,Right
Shane McEleney,Right
Robert Sandnes,Left
Scott Bain,Right
Piero Mingoia,Right
Gerard Bieszczad,Right
Eoin Wearen,Right
Daniel Alfei,Right
Dean Kelly,Right
Jimmy Keohane,Right
Kyle Hutton,Right
Jon Kempin,Right
Marco Da Silva,Right
Louis Bostyn,Right
Roberto Lopes,Right
Lewis Horner,Right
Gianluca Hossmann,Left
Ole Kristian Langas~Ole Kristian Langås,Right
Steven Beattie,Right
Brian Behrendt,Right
Roarie Deacon,Right
Nicolas Mezquida~Nicolás Mezquida,Right
Yong Hyun Jin,Right
Han Il Koo,Right
Joe Day,Right
Zak Ansah,Right
Jack Sampson,Left
Ryan McBride,Right
Sean Gannon,Right
Marc McCallum,Right
Remi Elissalde~Rémi Elissalde,Right
Jon Toral,Left
Darren Holden,Left
Lee Minshull,Right
Liam Polworth,Right
Adam Buxton,Right
Barry McNamee,Left
Jacob Melling,Right
Dimitri Mohamed,Left
Jamie Stephens,Right
Lee Sang Hee,Right
Gavin Brennan,Left
Mehdi Jeannin,Right
Tokmac Choi Nguen,Right
Lee-J Lynch,Right
Kyle McAusland,Right
Hugo Guichard,Right
Joe Davis,Right
Przemyslaw Kita,Right
Yann Benedick,Right
Lee Erwin,Right
Emeric Dudouit,Right
Jordan Gibbons,Right
Tom Hopper,Right
Gavin Kavanagh,Right
Daniel Morrissey,Right
Elie Ehua,Right
Stian Sortevik,Left
David O'Leary,Left
Rory Gaffney,Right
Kim Shin Young,Left
Dylan Ragolle,Right
Junior Joachim,Right
Amari'i Bell,Left
Park Soo Chang,Right
Lewis MacLeod,Right
Thomas Reilly,Right
Mark Ridgers,Right
Berat Djimsiti,Right
Luke Byrne,Left
Bae Seul Kee,Right
Mathias Dyngeland,Right
Jordan Moore-Taylor,Left
Jordan Sinnott,Right
Ahmad Al Boabeed,Left
Ayman Fadel,Right
Saeed Al Issa,Left
Abdulsalam Al Shereaf,Right
Yassen Hamza,Right
Ala'a Rishani,Right
Bandar Al Anzi,Right
Majed Al Qahtani,Right
Abdulaziz Hamsal,Right
Tom Anderson,Right
Sean Kavanagh,Left
Khaled Nasser,Right
Thomas Vincensini,Right
Jesper Rasmussen,Right
Ian Lawlor,Right
Thomas Dahne~Thomas Dähne,Right
Quillan Roberts,Right
Mohammed Jahfali,Right
Ibrahim Al Zubaidi,Left
Jack Duncan,Right
Renato Steffen,Left
Emre Nefiz,Right
Thomas Burghuber,Left
Jumaan Al Dosari,Right
Yannik Schulze,Right
Sultan Al Sawadi,Right
Fawaz Fallatah,Right
Mohammed Al Amri,Left
Burj Ali Maodah,Right
Damian Podlesny~Damian Podlesny,Right
Michal Kopczynski~Michal Kopczynski,Right
Rodrigo Alborno,Left
Lindon Meikle,Right
Reece James,Left
Jacob Blyth,Right
Bae Chun Suk,Right
Ben Garuccio,Left
Emil Bellander,Right
Scott Basalaj,Right
Jamie Maclaren,Right
Oliver Schnitzler,Right
Gregory Mahau,Right
Markus Lackner,Right
Park Sun Joo,Left
Jake Gray,Right
Steven Evans,Right
Kwon Young Jin,Right
Roman Zobnin,Right
Alexandr Morgunov,Right
Kenneth McEvoy,Right
Matteo Blomqvist-Zampi,Right
Aaron Wheeler,Right
Filip Tronet~Filip Tronêt,Right
Nicolai Poulsen,Right
Christie Elliott,Right
Joaquin Munoz~Joaquín Muñoz,Right
Ruben Loftus-Cheek,Left
Christian Sukke,Right
Jesse Gonzalez,Right
Bjørn Inge Utvik,Right
Ryan Haynes,Left
Abdullah Madu,Left
Elias Andersson,Left
Carlos Renteria~Carlos Rentería,Right
Pontus Nordenberg,Right
Jonathan Rivas,Right
Jeffrey Pauwels,Right
Bastien Hery~Bastien Héry,Right
Sander Svendsen,Right
Gustav Engvall,Right
Mike Maignan,Right
Sam McQueen,Left
Teije ten Den,Right
Muhammet Karpuz,Right
George Honeyman,Right
Danny Williams,Right
Angus Gunn,Right
Steven Verheyen,Right
Marius Schulze,Right
Daniel Schopf~Daniel Schöpf,Right
Souleymane Sangare~Souleymane Sangaré,Right
Joe Lumley,Right
Max Muller~Max Müller,Right
Ferid Matri,Left
Mark Engberink,Left
Martin Smith,Right
Pozo,Right
Jack Connors,Left
Felix Dornebusch,Right
Mohamed Amine Hadj Said~Mohamed Amine Hadj Saïd,Right
Morten Beck,Right
Denzel Gerrar,Right
Patrick Ciurria,Left
Jacob Barrett Laursen,Left
Calaum Jahraldo-Martin,Right
Ettore Gliozzi,Right
Sammie Szmodics,Right
Josh Brownhill,Right
Vegard Bergan,Right
Rodin Quinones~Rodin Quiñones,Right
James Maddison,Right
Chris Naumoff,Left
Carl Starfelt,Right
Greg Kiltie,Right
Ulrik Reinaldo Berglann,Left
Asger Strømgaard Sørensen,Right
Matt Wiet,Right
Cameron Dummigan,Right
Jack Stacey,Right
Jan-Lucas Dorow,Right
Kent Havard Eriksen~Kent Håvard Eriksen,Right
Samuel Mensah,Right
Son Jeong Hyeon,Right
Alexander Lind,Right
Simen Kind Mikalsen,Left
Stefan Schwendinger,Right
Dennes De Kegel,Right
Andres Thorleifsson~Andrés Thorleifsson,Right
Bradford Jamieson IV,Right
Yang Hyung Mo,Right
Florian David,Right
Andres Tello,Right
Michael Zant,Right
Jordan Boy,Right
Hampus Bergdahl,Right
Delano Sam-Yorke,Right
Julius Biada,Right
Ramon Cecchini,Right
Sebastien Mpeck-Makendi~Sébastien Mpeck-Makendi,Right
Benjaloud Youssouf,Right
Jean-Paul Mendy,Left
Lukas Bielak~Lukáš Bielák,Right
Fabian Bredlow,Right
Timo Baumgartl,Right
Markus Wostry,Right
Erik Marxen,Left
Francisco Levipan~Francisco Levipán,Left
Greg Stewart,Left
Robert Bauer,Right
Boliguibia Ouattara,Left
Domenik Schierl,Right
Sam Beasant,Left
Dean Wells,Right
Aaron Birch,Right
Samuel Bastien,Right
Gregory Saavedra,Right
Ali Yasar,Left
Tomislav Bozic~Tomislav Božic,Right
Pawel Moskwik,Right
Valentin Baume,Right
Niels De Pauw,Left
Robert Volkl~Robert Völkl,Right
Michael Goncalves~Michael Gonçalves,Right
Rafael Paez~Rafael Páez,Right
Maksymilian Stryjek,Right
Maurice Multhaup,Right
Hakan Cinemre,Right
Pierre-Ange Omombe,Right
Aljaz Struna,Right
Roberto Gagliardini,Right
Lee Baxter,Right
Matt Gill,Right
Jamie McGuire,Right
David Cawley,Right
Lee Beevers,Right
Robbie Williams,Left
Daniel Ledwith,Left
Stewart Drummond,Right
Franz Burgmeier,Left
John Mountney,Right
Brian Barry-Murphy,Left
Neal Horgan,Right
David Mulcahy,Right
Jonathan Smith,Right
Mario Sara,Left
Gary O'Neill,Right
Jason Byrne,Right
Dariusz Zjawinski~Dariusz Zjawinski,Right
David Cassidy,Right
James Bittner,Right
Daniele Russo,Right
Anders Randrup,Right
Dennis Høegh,Left
Daniel Parslow,Right
Lorenzo Davids,Left
Aidan Price,Left
Abdullah Shuhail,Right
Cesar Rios~César Ríos,Right
Przemyslaw Oziebala~Przemyslaw Oziebala,Right
Josh Law,Right
Ivan Necevski,Right
Zlatan Azinovic~Zlatan Azinovic,Left
Karl Moore,Left
Morten Beck Andersen,Right
Robbie Creevy,Right
Anthony Murphy,Right
Gauthier Pinaud,Right
Aaron Morris,Right
Claes Kronberg,Right
Nico Burchert,Right
Waleed Al Rajaa,Left
Jake Kelly,Left
Stewart Murdoch,Right
Thierry Audel,Right
Conor McLaughlin,Right
Mark Griffin,Right
Daniel Corcoran,Right
Stephen Folan,Right
Paul O'Conor,Right
Filippo Boniperti,Right
Robert Benson,Left
Michael Rafter,Right
Jan Pawlowski,Right
David O'Connor,Left
Luke Dobie,Left
George Baldock,Right
Davy Armstrong,Right
Ryan Laursen,Right
Nathan Ralph,Right
Deniss Rakels,Right
Zach Pfeffer,Right
Daniel Bowles,Right
Joe Newell,Right
Kevin Feely,Right
Kwon Tae Ahn,Right
Jesus Leal~Jesús Leal,Left
George Ray,Right
Aiden O'Brien,Right
Bulent Cevahir~Bülent Cevahir,Right
Aaron Pierre,Right
Christian Sørensen,Left
Maurice Brunner,Left
Marc Rochester Sørensen,Right
Cameron Edwards,Left
Imran Bunjaku,Right
Andreas Leitner,Right
Kal Naismith,Left
Courtney Meppen-Walter,Right
Matt Lecointe,Right
Benjamin Bertrand,Right
Michael Ihiekwe,Right
Jordan Turnbull,Right
Nicolas Hasler,Right
Kalen Spillane,Right
Ian Turner,Right
Peter Murphy,Right
Adrian Calello~Adrián Calello,Right
Brad Potts,Right
Paul Charruau,Right
Kim Dong Cheol,Right
Rasmus Ryden~Rasmus Rydén,Right
Andreas Oggesen,Right
Park Se Jik,Left
Adrien Faidherbe,Right
Aaron Barry,Right
Sultan Al Yami,Left
Thamer Almeshauqeh,Right
Saleh Dowes,Right
Mohsen Al Yami,Left
Krzysztof Halgas,Right
Mathieu Michel,Right
Connor Brown,Right
Remy Bonne~Rémy Bonne,Left
Hugo Konongo,Left
Mohsen Al Qarni,Right
Sultan Al Dhahri,Right
Michael Duffy,Right
Mohammed Diarra,Right
Tom Platt,Right
Mohammed Al Shahrani,Right
Faisal Al Jamaan,Right
Marcel Kaffenberger,Right
Emiliano Marcondes,Right
Casper Nielsen,Right
Craig Jones,Right
David Symington,Right
David Webster,Right
Eric Foley,Left
Faisal Al Margab,Right
Adam Dzwigala~Adam Dzwigala,Right
Caleb Clarke,Right
Matt Rhead,Right
Marco Burki~Marco Bürki,Right
Jermaine Anderson,Left
Tyler Harvey,Right
Martin Konczkowski,Right
Stefan Milosavljevic,Right
Sean Hoare,Right
Tim Welker,Right
Kwon Jin Young,Right
Sultan Tamihi,Right
Sean Maguire,Right
Ebere Paul Onuachu,Right
Alexander Blomqvist,Right
Aristote N'Dongala,Left
Enzo Basilio,Right
Stefan Mauk,Right
Kim Bong Rae,Right
Nils Pierre,Right
Marko Maric,Left
Grigoriy Morozov,Left
Sascha Horvath,Right
Ismael Tajouri-Shradi,Left
Bartosz Szeliga,Right
Stepan Rebenko,Right
Simon Silverholt,Right
Mateusz Kuchta,Right
Aleksandr Selikhov,Right
David Ferguson,Left
Francisco Sepulveda,Right
Alberto Cerri,Right
Jens-Martin Gammelby,Right
Victor Lekhal,Right
Gauthier Gallon,Right
Alvaro Saenz-Laguna~Alvaro Sáenz-Laguna,Right
Andrew Hughes,Left
Axel Maraval,Right
Robert Skov,Right
Jonas Thomsen,Right
Dawid Kudla,Right
Ivan Nasberg~Ivan Näsberg,Left
Matthew Davies,Right
Badr Rahhaoui,Right
Gerald Kilota~Gérald Kilota,Left
Sebastian Flochon~Sébastian Flochon,Right
Raphael Framberger,Right
Salvador Tafolla,Right
Joel Reinholz,Right
Alec Luyckx,Right
Daniel Maderner,Right
Francesco Ruberto,Right
Jinty Caenepeel,Right
Felipe Elgueta,Right
Jorge Calderon~Jorge Calderón,Right
Mohammad Al Dmeiri,Left
Javier Ramirez~Javier Ramírez,Right
Jorge Grant,Right
Javier Calle,Left
Fred Friday,Right
Oscar Bernal,Right
Lucas Bobe,Right
Andrea Tripicchio,Right
Harrison McGahey,Right
Connor Mahoney,Right
Harry Lennon,Left
Matthew Fondy,Right
Bradley Goldberg,Right
Jack Leitch,Right
Viljar Myhra,Right
Stefano Vecchia,Right
Bernard Powszuk,Right
Pierre Lavenant,Right
Jordan Hugill,Right
Rafael Borre~Rafael Borré,Right
Jean-Eudes Aholou,Right
Daniel O'Shaughnessy,Left
Ronald Mukiibi,Right
Sula Matovu,Left
Grant Van De Casteele,Right
Dardan Mustafa,Right
Dennis Flores,Right
Lars-Jørgen Salvesen,Right
Alexander Stølas~Alexander Stølås,Left
Daniel Follonier,Right
Paulin Puel,Right
Mohammad Baghdadi,Left
Francois-Joseph Sollacaro,Right
Liam Hughes,Right
Bachibou Koita,Right
Rune Hastrup,Right
Christoffer Østergaard,Right
John-Patrick Strauß,Right
Tom Pett,Right
Alexander Brunst,Right
Harry Cardwell,Right
Damian Roßbach,Left
Robin Zentner,Right
Arkadiusz Gajewski,Right
Carl Lawson,Left
Tom Doyle,Left
Cherif Quenum~Chérif Quenum,Right
Andy Procter,Right
Keith Keane,Right
George Donnelly,Right
Antony Sweeney,Right
Dean Delany,Right
Ciaran Kelly~Ciarán Kelly,Right
Nicky Hunt,Right
Neil Austin,Right
Alan McNally,Right
Shane O'Connor,Left
Stephen Maher,Right
Fahad Al Shammari,Right
Max Porter,Right
Robert Bayly,Right
Ugur Demirkol~Ugur Demirkol,Left
Lorcan Fitzgerald,Left
James O'Brien,Right
Michael Daly,Right
Heriberto Olvera,Left
David Jensen,Right
Ali Al Mazyadi,Right
Salman Al Hariri,Left
Shaun Kelly,Right
Fousseyni Cisse~Fousseyni Cissé,Right
Craig Walsh,Right
Liam O'Brien,Right
Michael Leahy,Right
Jang Suk Won,Right
Rasmus Christensen,Right
Maciej Manka~Maciej Manka,Right
Jasper Ameye,Right
Alan Byrne,Right
Shane Grimes,Left
Boris Lumbana,Right
Dean Jarvis,Left
Ian Gayle,Right
Terry Kennedy,Right
Ivan Knyazev,Right
Ryan Lloyd,Left
Patrick Nzuzi,Right
Ben Wilson,Right
Ruben Digernes Holsæter,Right
Blair Currie,Left
Kevin Bigler,Right
Jordan Richards,Right
Jeppe Illum,Right
Jack Deaman,Right
Michele Fornasier,Right
Hugh Douglas,Right
Dean Clarke,Right
Daniel Kaufmann,Right
Leif Kvamme Lysne,Right
